,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
<<<<<<< HEAD
accuracy,0.9092968106269836,0.811546802520752,0.7877384424209595,0.8241304755210876,0.9869129657745361,0.9498665928840637,0.8568480610847473,0.8097850680351257,0.9028539657592773,0.908743143081665,0.9632053375244141,0.845875084400177,0.8903205990791321,0.9448331594467163,0.9571148157119751,0.9802687764167786,0.9505712985992432,0.9699501395225525,0.8791966438293457,0.8582070469856262,0.9092465043067932,0.9475008845329285,0.9250012636184692,0.9413096904754639,0.7431418895721436,0.9610912203788757,0.7340313196182251,0.9388936161994934,0.9403030276298523,0.9486082196235657,0.910454511642456,0.8354054689407349,0.8557910323143005,0.8954044580459595,0.9888760447502136,0.886092483997345,0.8809080123901367,0.9539940357208252,0.8590124249458313
equality_gap_0,0.17554599046707153,0.1807873249053955,0.3352293372154236,0.2018011212348938,0.01642584800720215,0.039194464683532715,0.001461625099182129,0.2752957344055176,0.06306326389312744,0.14172786474227905,0.0024915337562561035,0.03395187854766846,0.12673401832580566,0.05511891841888428,0.036907851696014404,0.010037660598754883,0.10414451360702515,0.023217856884002686,0.3828839063644409,0.07158637046813965,0.036157310009002686,0.08343392610549927,3.415346145629883e-05,0.7019713521003723,0.17712658643722534,0.011776328086853027,0.17856675386428833,0.026832222938537598,0.012697160243988037,0.11019295454025269,0.0037940144538879395,0.010108768939971924,0.14071667194366455,0.06125563383102417,0.004123330116271973,0.5324804186820984,0.013103306293487549,0.042143285274505615,0.23866793513298035
equality_gap_1,0.690567672252655,0.5421797633171082,0.32945865392684937,0.43732672929763794,0.41478076577186584,0.1595228910446167,0.2209359109401703,0.4648782014846802,0.07572340965270996,0.41262316703796387,0.1498146951198578,0.09943053126335144,0.5444632768630981,0.384613573551178,0.3552579879760742,0.017727971076965332,0.8278688788414001,0.2033482789993286,0.43607738614082336,0.1783738136291504,0.08264929056167603,0.5802592039108276,0.004503521136939526,0.13465481996536255,0.467543363571167,0.1969587653875351,0.37503883242607117,0.32723766565322876,0.22590361535549164,0.825896143913269,0.02174276113510132,0.05115419626235962,0.21632152795791626,0.5053200721740723,0.02693706750869751,0.6167025566101074,0.06663704663515091,0.6139985918998718,0.045585036277770996
parity_gap,0.31819090247154236,0.3331151604652405,0.4964522421360016,0.31677740812301636,0.04892125353217125,0.15320494771003723,0.012103641405701637,0.4168400466442108,0.1754300594329834,0.33090394735336304,0.005916392430663109,0.1035810336470604,0.2624700367450714,0.10901138931512833,0.08045648783445358,0.11297344416379929,0.22939923405647278,0.07186269015073776,0.7164129018783569,0.2776176631450653,0.012368977069854736,0.142350435256958,7.536995690315962e-05,0.43895602226257324,0.2754715085029602,0.029142219573259354,0.254274845123291,0.06426506489515305,0.03751424327492714,0.22585229575634003,0.12058678269386292,0.04131823778152466,0.3306518793106079,0.234902024269104,0.05509093403816223,0.821366012096405,0.023665526881814003,0.13913796842098236,0.2102767825126648
=======
accuracy,0.9221825003623962,0.7744500637054443,0.7929732799530029,0.8072180151939392,0.9827351570129395,0.9477525353431702,0.8485931158065796,0.8089293837547302,0.892333984375,0.9444304704666138,0.9634569883346558,0.8382745385169983,0.8958574533462524,0.9385412931442261,0.9475511908531189,0.9920974373817444,0.9562087655067444,0.9641616940498352,0.844767689704895,0.870337724685669,0.9130215644836426,0.9518799781799316,0.9267126321792603,0.939296305179596,0.747269332408905,0.9614436030387878,0.7383601069450378,0.9340111613273621,0.9331051707267761,0.9578195214271545,0.9134746193885803,0.8420999646186829,0.8561433553695679,0.8418986201286316,0.9844968914985657,0.864901602268219,0.8797000050544739,0.9482055306434631,0.8512105345726013
equality_gap_0,0.045472145080566406,0.04752105474472046,0.3292495012283325,0.10691648721694946,0.03125816583633423,0.02172189950942993,0.03831881284713745,0.2144426703453064,0.004623055458068848,0.03318309783935547,0.0027862191200256348,0.0123748779296875,0.024664878845214844,0.09300273656845093,0.07466185092926025,0.001389622688293457,0.05658763647079468,0.03950423002243042,0.09598493576049805,0.020655155181884766,0.011153638362884521,0.03890007734298706,0.0009917020797729492,0.6186380386352539,0.05994725227355957,0.020133137702941895,0.07688915729522705,0.04622107744216919,0.0003967881202697754,0.04089689254760742,0.08091086149215698,0.023357272148132324,0.18187010288238525,0.004246771335601807,0.005909144878387451,0.18261271715164185,0.002839028835296631,0.07472401857376099,0.40019258856773376
equality_gap_1,0.47673922777175903,0.20022940635681152,0.49044960737228394,0.02527916431427002,0.30728429555892944,0.22172969579696655,0.01733522117137909,0.2763921916484833,0.08915716409683228,0.4799146354198456,0.06447911262512207,0.004499226808547974,0.27587687969207764,0.48369526863098145,0.41122475266456604,0.037762582302093506,0.6782786846160889,0.027870655059814453,0.5524125099182129,0.15039527416229248,0.018076062202453613,0.3359920382499695,0.01222280040383339,0.12467449903488159,0.23382198810577393,0.33926838636398315,0.20873084664344788,0.4191668629646301,0.02484939806163311,0.599122166633606,0.12514668703079224,0.0077207982540130615,0.37224307656288147,0.12399256974458694,0.006612062454223633,0.4575498700141907,0.014215904287993908,0.7262647151947021,0.1610439419746399
parity_gap,0.16430893540382385,0.11291162669658661,0.5646591186523438,0.17764011025428772,0.07129152864217758,0.13251230120658875,0.049973808228969574,0.3451613187789917,0.08852504193782806,0.2133786380290985,0.003460479900240898,0.05995994806289673,0.11720232665538788,0.16183234751224518,0.13186493515968323,0.10608088225126266,0.1641661524772644,0.09268631041049957,0.4743354022502899,0.24353161454200745,0.05612078309059143,0.07413099706172943,0.004360586870461702,0.43074536323547363,0.12601004540920258,0.04304414987564087,0.13267937302589417,0.0934888944029808,0.003243053797632456,0.13111846148967743,0.20894956588745117,0.0546962171792984,0.38422003388404846,0.06255761533975601,0.05476899445056915,0.6247345209121704,0.005083705764263868,0.1848650425672531,0.34322404861450195
