,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
<<<<<<< HEAD
accuracy,0.9027532935142517,0.8213620781898499,0.808426022529602,0.8284088969230652,0.9873156547546387,0.9435747861862183,0.8541299700737,0.8188453316688538,0.9068807363510132,0.9468968510627747,0.9626516103744507,0.8460260629653931,0.8998842239379883,0.9464941620826721,0.9594805240631104,0.9928021430969238,0.9569637775421143,0.9704031944274902,0.8945487141609192,0.8668646216392517,0.933205783367157,0.9519303441047668,0.9268133044242859,0.9394473433494568,0.737756073474884,0.9642623662948608,0.7405244708061218,0.9369305968284607,0.9440277814865112,0.950067937374115,0.9209241271018982,0.8430059552192688,0.8604217767715454,0.8993808627128601,0.9874163269996643,0.9087934494018555,0.8807570338249207,0.9603362083435059,0.8640962243080139
equality_gap_0,0.021259188652038574,0.13786613941192627,0.2813596725463867,0.0671764612197876,0.006456434726715088,0.001564323902130127,0.020142555236816406,0.1505168080329895,0.031840980052948,0.04038876295089722,0.002619504928588867,0.007389187812805176,0.024085521697998047,0.02863997220993042,0.024706602096557617,0.005672872066497803,0.032336413860321045,0.007371306419372559,0.20162951946258545,0.01840031147003174,0.005637645721435547,0.028839707374572754,0.00029027462005615234,0.40081509947776794,0.022685885429382324,0.004575848579406738,0.19774490594863892,2.467632293701172e-05,0.014879465103149414,0.022563815116882324,0.043500542640686035,0.02151733636856079,0.11631590127944946,0.07516741752624512,0.0025690197944641113,0.3722625970840454,0.010045886039733887,0.038851141929626465,0.20055365562438965
equality_gap_1,0.2317541539669037,0.5070966482162476,0.29749196767807007,0.06451541185379028,0.2316124141216278,0.05835050344467163,0.08226995170116425,0.30489277839660645,0.002291738986968994,0.6881705522537231,0.08153444528579712,0.1302981972694397,0.310042142868042,0.2774498164653778,0.35593536496162415,0.03405892848968506,0.5737704634666443,0.14139938354492188,0.7214902639389038,0.11664855480194092,0.036429762840270996,0.2622133493423462,0.019701994955539703,0.043046653270721436,0.04523614048957825,0.1533418744802475,0.44194936752319336,0.008782580494880676,0.2981927692890167,0.39136797189712524,0.08477067947387695,0.03233128786087036,0.2344210147857666,0.5836502909660339,0.061694443225860596,0.5517104864120483,0.052865393459796906,0.6472626328468323,0.028500139713287354
parity_gap,0.07956963777542114,0.29926997423171997,0.4738103151321411,0.13658645749092102,0.030683057382702827,0.08162322640419006,0.022589899599552155,0.291048526763916,0.1329973191022873,0.23243361711502075,0.0024698395282030106,0.02628307044506073,0.12403518706560135,0.06708408147096634,0.06716570258140564,0.1134805753827095,0.1260080337524414,0.04510558396577835,0.6267938017845154,0.22865015268325806,0.09409260749816895,0.056514542549848557,0.0013275090605020523,0.328868567943573,0.016342222690582275,0.019345872104167938,0.29026246070861816,0.012453766539692879,0.04785695672035217,0.08217072486877441,0.17279201745986938,0.04723319411277771,0.31008538603782654,0.25886327028274536,0.05009440332651138,0.7869768142700195,0.018494172021746635,0.14259099960327148,0.18869125843048096
=======
accuracy,0.9300346970558167,0.8061609864234924,0.7862787246704102,0.8188956379890442,0.9858559370040894,0.9375849366188049,0.8306236267089844,0.8049529194831848,0.9050183892250061,0.9443801045417786,0.9618965983390808,0.8336940407752991,0.91030353307724,0.9435244202613831,0.9582221508026123,0.9933558106422424,0.9564101099967957,0.9723159074783325,0.8958574533462524,0.8618311882019043,0.915286660194397,0.9531887173652649,0.9258065819740295,0.9420143961906433,0.7514974474906921,0.9640610218048096,0.7420848608016968,0.9358232021331787,0.9462425112724304,0.9537926912307739,0.9177027344703674,0.831177294254303,0.8438113331794739,0.8646498918533325,0.9820305109024048,0.9056727290153503,0.8812100291252136,0.8798006772994995,0.8677203059196472
equality_gap_0,0.08298671245574951,0.3194959759712219,0.4202354848384857,0.23571842908859253,0.016885995864868164,0.04053312540054321,0.055129408836364746,0.337607741355896,0.05638313293457031,0.030071020126342773,0.0004299283027648926,0.12417566776275635,0.08032739162445068,0.06106501817703247,0.042341530323028564,0.0024828314781188965,0.023448646068572998,0.031238317489624023,0.4365239143371582,0.0979762077331543,0.08627152442932129,0.03487592935562134,0.0021170377731323242,0.4921097755432129,0.09567779302597046,0.011526525020599365,0.22892731428146362,0.05462712049484253,0.021823227405548096,0.015653669834136963,0.053755998611450195,0.036664366722106934,0.20679521560668945,0.22715413570404053,0.0018628239631652832,0.5305536985397339,0.025551438331604004,0.3050749897956848,0.2791602313518524
equality_gap_1,0.6248399615287781,0.6990644931793213,0.4657275676727295,0.42914295196533203,0.5130834579467773,0.4057471752166748,0.22164595127105713,0.5720444917678833,0.12084054946899414,0.6298606991767883,0.1208614706993103,0.521397054195404,0.47916245460510254,0.38507044315338135,0.45617687702178955,0.023153603076934814,0.5204917788505554,0.1294783353805542,0.6160337924957275,0.24029988050460815,0.14128392934799194,0.33200398087501526,0.10093998908996582,0.04660308361053467,0.33051544427871704,0.18249736726284027,0.48507532477378845,0.45427846908569336,0.3840361535549164,0.4096561670303345,0.11910957098007202,0.2764165997505188,0.30874598026275635,0.7502716779708862,0.01646977663040161,0.5921499729156494,0.11994668841362,0.8808038830757141,0.06294631958007812
parity_gap,0.23306439816951752,0.4876073896884918,0.59046870470047,0.3451288342475891,0.047323085367679596,0.16357581317424774,0.045453839004039764,0.4842112064361572,0.16786929965019226,0.2125023752450943,0.0016212984919548035,0.26173141598701477,0.22515782713890076,0.11628875136375427,0.09399601817131042,0.10722249001264572,0.10948214679956436,0.08424855768680573,0.7802486419677734,0.317503958940506,0.18236657977104187,0.07011114060878754,0.003916813060641289,0.33539968729019165,0.18286196887493134,0.028873246163129807,0.3295518755912781,0.10761764645576477,0.06398457288742065,0.07933317869901657,0.19284266233444214,0.06083859130740166,0.39521363377571106,0.40431761741638184,0.03928022086620331,0.8533462285995483,0.0441756509244442,0.40259599685668945,0.2385968565940857
>>>>>>> d53f9a1eb60965eb8e88dc9d8cecff32d865c02d
