,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
<<<<<<< HEAD
accuracy,0.9000352025032043,0.7939296364784241,0.7804399132728577,0.8110434412956238,0.9805204272270203,0.940554678440094,0.8473347425460815,0.8030905723571777,0.904666006565094,0.9101021885871887,0.9613932371139526,0.8319323658943176,0.8838777542114258,0.9431720972061157,0.9561080932617188,0.9838425517082214,0.949161946773529,0.9700508117675781,0.8787939548492432,0.8573010563850403,0.9191120862960815,0.9487592577934265,0.9248502254486084,0.943373441696167,0.7401217818260193,0.9572657942771912,0.7270851135253906,0.9290280342102051,0.9391956329345703,0.9550007581710815,0.9063270688056946,0.8370664715766907,0.8457240462303162,0.8890119194984436,0.9847989082336426,0.8905723094940186,0.8787436485290527,0.9507726430892944,0.8457744121551514
equality_gap_0,0.038757145404815674,0.15910983085632324,0.1751312017440796,0.02031189203262329,0.033151209354400635,0.0355457067489624,0.022190392017364502,0.09381908178329468,0.06198382377624512,0.017735183238983154,0.0023874640464782715,0.1253764033317566,0.05466890335083008,0.01377636194229126,0.009159862995147705,0.014267027378082275,0.06376892328262329,0.01908564567565918,0.15697920322418213,0.031606197357177734,0.06718003749847412,0.016498982906341553,0.0001690983772277832,0.7164961099624634,0.046370863914489746,9.304285049438477e-05,0.06062281131744385,0.051946401596069336,0.020136892795562744,0.05392444133758545,0.016725122928619385,0.008577406406402588,0.03763085603713989,0.036764681339263916,0.0005158185958862305,0.266754150390625,0.006551623344421387,0.021744906902313232,0.23135250806808472
equality_gap_1,0.25437474250793457,0.4379343092441559,0.09869569540023804,0.06065492331981659,0.7202970385551453,0.29195284843444824,0.04165564477443695,0.2735350430011749,0.08800935745239258,0.3019530773162842,0.041168659925460815,0.37652653455734253,0.3868454396724701,0.17219528555870056,0.19230543076992035,0.04785573482513428,0.6147540807723999,0.19918671250343323,0.7139986753463745,0.15911400318145752,0.0894889235496521,0.10767696797847748,0.0002982945879921317,0.08094823360443115,0.1904129683971405,0.012102873995900154,0.1025206595659256,0.45286405086517334,0.26581326127052307,0.6269202828407288,0.04616743326187134,0.05217808485031128,0.09657126665115356,0.4772253930568695,0.019929587841033936,0.4887431859970093,0.020879609510302544,0.4324324429035187,0.011267125606536865
parity_gap,0.09848663955926895,0.2770496904850006,0.3210916221141815,0.04635915532708168,0.06597304344177246,0.15043792128562927,0.021555189043283463,0.21108467876911163,0.1742369383573532,0.1455981433391571,0.003260379657149315,0.2347886562347412,0.143220916390419,0.034199416637420654,0.029180726036429405,0.11060641705989838,0.15913927555084229,0.06469127535820007,0.5839434862136841,0.2482837438583374,0.14892756938934326,0.027311421930789948,0.00017939359531737864,0.37953054904937744,0.0988902747631073,0.0007888508844189346,0.09526750445365906,0.09580416232347488,0.04873345419764519,0.14651910960674286,0.11977747082710266,0.017078444361686707,0.22210641205310822,0.18979497253894806,0.04191815108060837,0.7135917544364929,0.009378560818731785,0.09175155311822891,0.16174346208572388
=======
accuracy,0.8876025676727295,0.7793828845024109,0.7820003032684326,0.8209090232849121,0.9807721376419067,0.9456888437271118,0.8450194001197815,0.8075199723243713,0.8979211449623108,0.9367292523384094,0.9610409140586853,0.8342980742454529,0.8862938284873962,0.9427694082260132,0.9564101099967957,0.9663764238357544,0.9428197145462036,0.9634569883346558,0.8255398273468018,0.8513615727424622,0.9219308495521545,0.9490612745285034,0.9248502254486084,0.8935420513153076,0.7370513677597046,0.95867520570755,0.7294508218765259,0.927769660949707,0.9385915994644165,0.9479538798332214,0.8949010968208313,0.8324860334396362,0.8573513627052307,0.8784919381141663,0.9852519035339355,0.8288619518280029,0.879397988319397,0.9452357888221741,0.8469321131706238
equality_gap_0,0.007069051265716553,0.07905066013336182,0.1699657440185547,0.10399675369262695,0.0031040310859680176,0.0014216303825378418,0.03920447826385498,0.13717174530029297,0.0519484281539917,0.05967307090759277,0.000962674617767334,0.043404996395111084,0.06094968318939209,0.013552367687225342,0.008724868297576904,0.0010137557983398438,0.02690213918685913,0.011243462562561035,0.11076313257217407,0.07769739627838135,0.029387712478637695,0.014486908912658691,0.0006552934646606445,0.5117761492729187,0.0035455822944641113,0.0018692612648010254,0.08787769079208374,0.0208166241645813,0.006447792053222656,0.024420619010925293,0.04218268394470215,0.03638589382171631,0.14933061599731445,0.02938622236251831,0.010102808475494385,0.22078555822372437,0.0006551742553710938,0.010143280029296875,0.2867678999900818
equality_gap_1,0.10755442082881927,0.24529236555099487,0.11500883102416992,0.2808694839477539,0.1336633712053299,0.0031575560569763184,0.0702386349439621,0.3422430753707886,0.028488993644714355,0.6310078501701355,0.06861138343811035,0.21369826793670654,0.4078385531902313,0.11475390195846558,0.15891776978969574,0.13617068529129028,0.4241803288459778,0.2650565207004547,0.6299118995666504,0.004187464714050293,0.0073029398918151855,0.09870389103889465,0.002117164433002472,0.0007683038711547852,0.08454624563455582,0.02897707372903824,0.20498986542224884,0.14081959426403046,0.15286144614219666,0.4272128641605377,0.059614360332489014,0.05060458183288574,0.3317174017429352,0.44494250416755676,0.19141525030136108,0.22105801105499268,0.002665481995791197,0.2986832857131958,0.03137695789337158
parity_gap,0.03337612748146057,0.17374971508979797,0.3278370499610901,0.18777650594711304,0.00934026949107647,0.08946261554956436,0.04026656970381737,0.266781747341156,0.15120060741901398,0.24766401946544647,0.0012875273823738098,0.12791258096694946,0.15617337822914124,0.031606514006853104,0.02773137018084526,0.0543341226875782,0.09468108415603638,0.04395771026611328,0.47979259490966797,0.11948147416114807,0.060136377811431885,0.024473870173096657,0.0008582000155001879,0.22956222295761108,0.037776973098516464,0.006068085320293903,0.13374778628349304,0.034837525337934494,0.02349022775888443,0.0888407975435257,0.054622113704681396,0.06686346977949142,0.352047860622406,0.16715861856937408,0.062086574733257294,0.6001665592193604,0.0010518012568354607,0.059325605630874634,0.18886059522628784
